event_id,event_type,severity,severity_label,source,detections,timestamp,event_date,hour_utc,mitre_tactic,mitre_technique,attack_stage,target_system,organization_unit,origin_country,origin_lat,origin_lon,target_country,target_lat,target_lon,geo_risk_factor,risk_score,anomaly_flag
CTE-000493,malware,6,Medium,endpoint,2,2025-12-03T01:08:00Z,2025-12-03,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,50.34,False
CTE-000490,phishing,4,Medium,email,1,2025-12-03T02:10:00Z,2025-12-03,2,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,38.88,False
CTE-000494,bruteforce,4,Medium,auth,3,2025-12-03T02:44:00Z,2025-12-03,2,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,United States,37.0902,-95.7129,United Kingdom,55.3781,-3.436,1.05,39.15,False
CTE-000486,malware,7,High,endpoint,3,2025-12-03T05:03:00Z,2025-12-03,5,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Sales,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,52.09,False
CTE-000485,phishing,6,Medium,email,3,2025-12-03T07:54:00Z,2025-12-03,7,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,52.78,False
CTE-000491,malware,6,Medium,endpoint,5,2025-12-03T09:14:00Z,2025-12-03,9,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,57.03,False
CTE-000492,malware,4,Medium,endpoint,2,2025-12-03T20:45:00Z,2025-12-03,20,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,36.88,False
CTE-000488,ransomware,6,Medium,endpoint,4,2025-12-03T21:13:00Z,2025-12-03,21,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Operations,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,60.21,False
CTE-000489,phishing,6,Medium,email,2,2025-12-03T23:56:00Z,2025-12-03,23,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Operations,Singapore,1.3521,103.8198,United Arab Emirates,23.4241,53.8478,1.08,43.46,False
CTE-000497,malware,7,High,endpoint,2,2025-12-04T02:22:00Z,2025-12-04,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,47.3,False
CTE-000508,ddos,9,Critical,network,4,2025-12-04T02:30:00Z,2025-12-04,2,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Operations,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,74.51,False
CTE-000496,ddos,10,Critical,network,4,2025-12-04T03:42:00Z,2025-12-04,3,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Sales,India,20.5937,78.9629,Singapore,1.3521,103.8198,1.1,63.21,False
CTE-000507,ransomware,5,Medium,endpoint,8,2025-12-04T09:46:00Z,2025-12-04,9,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Sales,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,54.84,False
CTE-000505,malware,8,High,endpoint,7,2025-12-04T10:43:00Z,2025-12-04,10,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Finance,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,63.78,False
CTE-000503,ransomware,10,Critical,endpoint,5,2025-12-04T11:12:00Z,2025-12-04,11,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Support,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,83.47,True
CTE-000500,ddos,7,High,network,6,2025-12-04T12:08:00Z,2025-12-04,12,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,58.92,False
CTE-000495,malware,6,Medium,endpoint,3,2025-12-04T12:35:00Z,2025-12-04,12,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Operations,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,54.81,False
CTE-000504,bruteforce,7,High,auth,2,2025-12-04T15:19:00Z,2025-12-04,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,China,35.8617,104.1954,India,20.5937,78.9629,1.2,51.38,False
CTE-000499,bruteforce,6,Medium,network,2,2025-12-04T16:16:00Z,2025-12-04,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Support,Singapore,1.3521,103.8198,Singapore,1.3521,103.8198,1.08,53.74,False
CTE-000506,malware,7,High,endpoint,2,2025-12-04T16:35:00Z,2025-12-04,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Support,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,54.51,False
CTE-000502,bruteforce,7,High,auth,2,2025-12-04T16:47:00Z,2025-12-04,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Operations,Germany,51.1657,10.4515,United States,37.0902,-95.7129,1.03,56.37,False
CTE-000498,phishing,5,Medium,email,2,2025-12-04T16:53:00Z,2025-12-04,16,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,47.78,False
CTE-000501,malware,9,Critical,endpoint,3,2025-12-04T23:28:00Z,2025-12-04,23,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,United Kingdom,55.3781,-3.436,United Arab Emirates,23.4241,53.8478,1.04,67.18,False
CTE-000517,ddos,7,High,network,2,2025-12-05T00:52:00Z,2025-12-05,0,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Engineering,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,55.3,False
CTE-000515,malware,3,Low,endpoint,3,2025-12-05T06:13:00Z,2025-12-05,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Finance,China,35.8617,104.1954,Australia,-25.2744,133.7751,1.2,42.3,False
CTE-000513,phishing,4,Medium,email,2,2025-12-05T08:18:00Z,2025-12-05,8,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,41.04,False
CTE-000520,malware,2,Low,email,1,2025-12-05T10:20:00Z,2025-12-05,10,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,33.86,False
CTE-000511,bruteforce,5,Medium,auth,4,2025-12-05T11:19:00Z,2025-12-05,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Executive,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,50.26,False
CTE-000514,ddos,8,High,network,3,2025-12-05T12:09:00Z,2025-12-05,12,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,67.61,False
CTE-000519,malware,6,Medium,endpoint,4,2025-12-05T12:10:00Z,2025-12-05,12,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,United States,37.0902,-95.7129,Germany,51.1657,10.4515,1.05,52.47,False
CTE-000509,malware,9,Critical,endpoint,6,2025-12-05T16:16:00Z,2025-12-05,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,64.03,True
CTE-000516,ddos,8,High,network,6,2025-12-05T16:21:00Z,2025-12-05,16,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,60.03,False
CTE-000510,bruteforce,8,High,email,3,2025-12-05T18:14:00Z,2025-12-05,18,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Operations,India,20.5937,78.9629,United Kingdom,55.3781,-3.436,1.1,63.39,False
CTE-000512,malware,8,High,endpoint,6,2025-12-05T18:37:00Z,2025-12-05,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Support,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,61.86,False
CTE-000518,phishing,4,Medium,email,3,2025-12-05T22:10:00Z,2025-12-05,22,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,47.49,False
CTE-000528,malware,10,Critical,endpoint,2,2025-12-06T01:46:00Z,2025-12-06,1,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,75.98,True
CTE-000530,malware,9,Critical,endpoint,6,2025-12-06T02:45:00Z,2025-12-06,2,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Engineering,China,35.8617,104.1954,Singapore,1.3521,103.8198,1.2,73.37,True
CTE-000521,malware,3,Low,endpoint,1,2025-12-06T03:17:00Z,2025-12-06,3,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Executive,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,33.12,False
CTE-000526,phishing,4,Medium,email,4,2025-12-06T04:13:00Z,2025-12-06,4,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Finance,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,38.29,False
CTE-000524,malware,5,Medium,endpoint,1,2025-12-06T05:18:00Z,2025-12-06,5,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Sales,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,44.39,False
CTE-000529,malware,8,High,network,4,2025-12-06T06:41:00Z,2025-12-06,6,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,China,35.8617,104.1954,United Kingdom,55.3781,-3.436,1.2,66.6,False
CTE-000534,phishing,1,Low,email,1,2025-12-06T06:55:00Z,2025-12-06,6,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,23.0,False
CTE-000525,phishing,6,Medium,email,3,2025-12-06T07:05:00Z,2025-12-06,7,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Support,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,54.63,False
CTE-000532,ddos,10,Critical,network,4,2025-12-06T08:10:00Z,2025-12-06,8,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Operations,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,68.5,False
CTE-000533,phishing,3,Low,email,2,2025-12-06T10:36:00Z,2025-12-06,10,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Singapore,1.3521,103.8198,United Kingdom,55.3781,-3.436,1.08,35.7,False
CTE-000531,bruteforce,6,Medium,auth,7,2025-12-06T12:27:00Z,2025-12-06,12,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,Russia,61.524,105.3188,Germany,51.1657,10.4515,1.28,63.16,False
CTE-000522,phishing,2,Low,email,1,2025-12-06T16:18:00Z,2025-12-06,16,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Finance,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,26.85,False
CTE-000527,ddos,7,High,network,4,2025-12-06T16:34:00Z,2025-12-06,16,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Sales,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,54.24,False
CTE-000523,malware,7,High,endpoint,5,2025-12-06T17:31:00Z,2025-12-06,17,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Sales,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,61.16,False
CTE-000536,bruteforce,6,Medium,auth,4,2025-12-07T04:33:00Z,2025-12-07,4,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Operations,China,35.8617,104.1954,United States,37.0902,-95.7129,1.2,57.83,False
CTE-000535,phishing,2,Low,email,1,2025-12-07T08:57:00Z,2025-12-07,8,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,Brazil,-14.235,-51.9253,Australia,-25.2744,133.7751,1.16,28.95,False
CTE-000537,bruteforce,5,Medium,auth,3,2025-12-07T11:36:00Z,2025-12-07,11,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Sales,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,51.56,False
CTE-000541,bruteforce,7,High,auth,2,2025-12-07T13:45:00Z,2025-12-07,13,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,60.53,False
CTE-000539,phishing,2,Low,email,1,2025-12-07T14:50:00Z,2025-12-07,14,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Support,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,27.42,False
CTE-000538,bruteforce,5,Medium,auth,2,2025-12-07T15:05:00Z,2025-12-07,15,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Support,Brazil,-14.235,-51.9253,United Kingdom,55.3781,-3.436,1.16,47.11,False
CTE-000540,ddos,9,Critical,network,5,2025-12-07T16:50:00Z,2025-12-07,16,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,65.56,False
CTE-000543,phishing,2,Low,email,1,2025-12-08T03:51:00Z,2025-12-08,3,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,31.9,False
CTE-000548,ransomware,5,Medium,auth,1,2025-12-08T05:40:00Z,2025-12-08,5,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Database Cluster,Support,United Kingdom,55.3781,-3.436,India,20.5937,78.9629,1.04,49.13,False
CTE-000547,phishing,5,Medium,email,2,2025-12-08T07:49:00Z,2025-12-08,7,Initial Access,T1566 - Phishing,Credential Harvesting,Employee Mailbox,Finance,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,46.32,False
CTE-000542,phishing,2,Low,email,1,2025-12-08T09:53:00Z,2025-12-08,9,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Operations,Singapore,1.3521,103.8198,India,20.5937,78.9629,1.08,27.82,False
CTE-000549,ddos,8,High,network,4,2025-12-08T10:05:00Z,2025-12-08,10,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Finance,South Africa,-30.5595,22.9375,India,20.5937,78.9629,1.18,69.85,False
CTE-000545,malware,9,Critical,network,4,2025-12-08T16:29:00Z,2025-12-08,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,62.65,False
CTE-000544,malware,3,Low,endpoint,2,2025-12-08T16:53:00Z,2025-12-08,16,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Support,China,35.8617,104.1954,Germany,51.1657,10.4515,1.2,34.75,False
CTE-000550,malware,10,Critical,endpoint,4,2025-12-08T18:30:00Z,2025-12-08,18,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Engineering,United Arab Emirates,23.4241,53.8478,India,20.5937,78.9629,1.12,72.31,False
CTE-000546,bruteforce,5,Medium,auth,2,2025-12-08T20:33:00Z,2025-12-08,20,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Support,Brazil,-14.235,-51.9253,Germany,51.1657,10.4515,1.16,45.18,False
CTE-000561,phishing,7,High,email,3,2025-12-09T02:26:00Z,2025-12-09,2,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,56.1,False
CTE-000552,bruteforce,7,High,auth,4,2025-12-09T05:29:00Z,2025-12-09,5,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,Brazil,-14.235,-51.9253,United Arab Emirates,23.4241,53.8478,1.16,54.44,False
CTE-000560,malware,6,Medium,endpoint,1,2025-12-09T07:44:00Z,2025-12-09,7,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Shared Endpoint,Operations,United Kingdom,55.3781,-3.436,United States,37.0902,-95.7129,1.04,52.46,False
CTE-000553,bruteforce,7,High,auth,2,2025-12-09T09:56:00Z,2025-12-09,9,Credential Access,T1110 - Brute Force,Account Takeover Attempt,VPN Gateway,Engineering,India,20.5937,78.9629,India,20.5937,78.9629,1.1,60.45,False
CTE-000551,bruteforce,6,Medium,email,1,2025-12-09T10:24:00Z,2025-12-09,10,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Identity Provider,Engineering,United Arab Emirates,23.4241,53.8478,United States,37.0902,-95.7129,1.12,48.58,False
CTE-000564,malware,6,Medium,network,4,2025-12-09T12:06:00Z,2025-12-09,12,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Workstation,Finance,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,49.08,False
CTE-000559,phishing,3,Low,email,4,2025-12-09T12:36:00Z,2025-12-09,12,Initial Access,T1566 - Phishing,Credential Harvesting,Mail Gateway,Engineering,United States,37.0902,-95.7129,India,20.5937,78.9629,1.05,43.47,False
CTE-000556,ransomware,10,Critical,endpoint,7,2025-12-09T13:48:00Z,2025-12-09,13,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Support,Germany,51.1657,10.4515,India,20.5937,78.9629,1.03,80.73,True
CTE-000558,malware,5,Medium,endpoint,1,2025-12-09T15:28:00Z,2025-12-09,15,Execution,T1059 - Command and Scripting Interpreter,Payload Execution,Application Server,Operations,Russia,61.524,105.3188,Australia,-25.2744,133.7751,1.28,49.98,False
CTE-000563,bruteforce,4,Medium,auth,3,2025-12-09T16:59:00Z,2025-12-09,16,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Operations,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,39.05,False
CTE-000557,ddos,9,Critical,network,5,2025-12-09T19:30:00Z,2025-12-09,19,Impact,T1498 - Network Denial of Service,Service Disruption,CDN Edge,Operations,Russia,61.524,105.3188,United States,37.0902,-95.7129,1.28,73.41,False
CTE-000554,ransomware,7,High,endpoint,6,2025-12-09T19:37:00Z,2025-12-09,19,Impact,T1486 - Data Encrypted for Impact,Data Encryption,File Server,Executive,India,20.5937,78.9629,United States,37.0902,-95.7129,1.1,61.47,False
CTE-000562,ddos,5,Medium,network,4,2025-12-09T20:49:00Z,2025-12-09,20,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Sales,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,48.95,False
CTE-000555,bruteforce,6,Medium,auth,4,2025-12-09T23:22:00Z,2025-12-09,23,Credential Access,T1110 - Brute Force,Account Takeover Attempt,Privileged Console,Engineering,Brazil,-14.235,-51.9253,United States,37.0902,-95.7129,1.16,47.57,False
CTE-000567,ransomware,8,High,auth,2,2025-12-10T01:15:00Z,2025-12-10,1,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Engineering,Brazil,-14.235,-51.9253,India,20.5937,78.9629,1.16,67.51,False
CTE-000569,ddos,7,High,network,4,2025-12-10T02:22:00Z,2025-12-10,2,Impact,T1498 - Network Denial of Service,Service Disruption,Perimeter Gateway,Engineering,Russia,61.524,105.3188,India,20.5937,78.9629,1.28,65.23,False
CTE-000571,phishing,1,Low,email,1,2025-12-10T03:19:00Z,2025-12-10,3,Initial Access,T1566 - Phishing,Credential Harvesting,SSO Portal,Engineering,China,35.8617,104.1954,India,20.5937,78.9629,1.2,22.9,False
CTE-000565,ransomware,6,Medium,endpoint,7,2025-12-10T04:59:00Z,2025-12-10,4,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Executive,Russia,61.524,105.3188,Singapore,1.3521,103.8198,1.28,68.83,False
CTE-000572,ransomware,3,Low,endpoint,1,2025-12-10T14:05:00Z,2025-12-10,14,Impact,T1486 - Data Encrypted for Impact,Data Encryption,Backup Repository,Operations,United States,37.0902,-95.7129,United States,37.0902,-95.7129,1.05,35.06,False
CTE-000576,ddos,5,Medium,network,3,2025-12-10T15:12:00Z,2025-12-10,15,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Engineering,United Kingdom,55.3781,-3.436,Singapore,1.3521,103.8198,1.04,51.96,False
CTE-000577,ddos,8,High,network,7,2025-12-10T17:45:00Z,2025-12-10,17,Impact,T1498 - Network Denial of Service,Service Disruption,Public API,Finance,United States,37.0902,-95.7129,Singapore,1.3521,103.8198,1.05,66.92,False
